,Date,Open,High,Low,Close,Volume,Volatility
0,2021-04-26,49066.76,50841.96,48753.44,50815.96,4584.953314,0.042564864686398626
1,2021-04-25,50047.84,50567.91,46930.0,49066.77,58255.645004,0.07268865149824655
2,2021-04-24,51110.56,51166.22,48657.14,50047.84,55361.512573,0.049091224983643336
3,2021-04-23,51690.95,52131.85,47500.0,51125.14,132230.780719,0.08960659457796769
4,2021-04-22,53787.62,55521.48,50500.0,51690.96,104656.631337,0.09335754212586471
5,2021-04-21,56425.0,56757.91,53536.02,53787.63,66984.756909,0.05710039875941527
6,2021-04-20,55633.14,57076.24,53329.96,56425.0,72744.482151,0.06733899974008296
7,2021-04-19,56150.01,57526.81,54221.58,55633.14,78229.042267,0.058864281591401245
8,2021-04-18,60006.67,60499.0,50931.3,56150.01,124882.131824,0.15944394181513483
9,2021-04-17,61334.81,62506.05,59580.91,60006.66,58912.256128,0.04769135177886749
10,2021-04-16,63158.74,63520.61,60000.0,61334.8,91764.139884,0.0557422456496124
11,2021-04-15,62959.53,63800.0,62020.0,63159.98,51649.70034,0.028272129731591072
12,2021-04-14,63575.01,64854.0,61301.0,62959.53,82616.343993,0.055886739144830645
13,2021-04-13,59860.01,63777.77,59805.15,63575.0,82848.688746,0.06636517434594473
14,2021-04-12,59998.8,61300.0,59350.59,59860.0,56375.037117,0.032490816482996385
15,2021-04-11,59769.13,60699.0,59232.52,60002.43,41156.715391,0.024535742782269096
16,2021-04-10,58142.55,61500.0,57900.01,59769.13,69906.424117,0.06191661700424212
17,2021-04-09,58077.52,58894.9,57654.0,58142.54,40831.884911,0.02136627046058443
18,2021-04-08,55953.44,58153.31,55700.0,58077.52,44283.147019,0.04384556159549793
19,2021-04-07,57990.03,58655.0,55473.0,55953.45,71228.405659,0.05487150118735928
20,2021-04-06,59129.99,59495.24,57413.02,57991.15,54201.000727,0.03521427958976488
21,2021-04-05,58202.01,59272.0,56777.77,59129.99,54258.01579,0.04285470553336566
22,2021-04-04,57051.95,58492.85,56388.0,58202.01,41314.081973,0.0368935680550796
23,2021-04-03,58950.01,59791.72,56880.0,57051.94,47409.852113,0.04939303657454852
24,2021-04-02,58720.45,60200.0,58428.57,58950.01,47382.418781,0.030167173446388786
25,2021-04-01,58739.46,59490.0,57935.45,58720.44,47415.61722,0.026465173496658004
26,2021-03-31,58746.57,59800.0,56769.0,58740.55,60975.542666,0.05159450160239142
27,2021-03-30,57635.46,59368.0,57071.35,58746.57,55122.443122,0.03984786449175562
28,2021-03-29,55777.65,58405.82,54800.01,57635.47,67857.937398,0.06464614410969263
29,2021-03-28,55817.14,56559.75,54691.84,55777.63,39050.387511,0.03346481027154031
30,2021-03-27,55025.59,56700.36,53950.0,55817.14,50105.475055,0.049983289593078434
31,2021-03-26,51293.78,55073.46,51214.6,55025.59,63813.774692,0.07523056401770352
32,2021-03-25,52303.66,53287.0,50427.56,51293.78,87400.534538,0.05466997911809617
33,2021-03-24,54342.8,57200.0,51700.0,52303.65,83537.465021,0.10120935984159815
34,2021-03-23,54083.25,55830.9,53000.0,54340.89,59789.365427,0.05234337803293999
35,2021-03-22,57351.56,58430.73,53650.0,54083.25,62581.626169,0.08335832538818479
36,2021-03-21,58100.02,58589.1,55450.11,57351.56,48564.470274,0.054027348011239894
37,2021-03-20,58030.01,59880.0,57820.17,58102.28,44476.941776,0.03549594425367154
38,2021-03-19,57641.0,59468.0,56270.74,58030.01,52392.652961,0.05546850332228799
39,2021-03-18,58912.97,60129.97,57023.0,57648.16,66580.406675,0.05273830193928435
40,2021-03-17,56900.74,58974.73,54123.69,58912.97,70421.620841,0.0852544272710689
41,2021-03-16,55605.2,56938.29,53271.34,56900.75,77986.694355,0.06594617050203946
42,2021-03-15,58976.08,60633.43,54600.0,55605.2,102771.427298,0.10230300148806093
43,2021-03-14,61188.38,61724.79,58966.78,58968.31,52601.05275,0.04507408105918154
44,2021-03-13,57221.72,61844.0,56078.23,61188.39,83245.091346,0.10076191348320178
45,2021-03-12,57773.15,58081.51,54962.84,57221.72,73405.406047,0.05398130446409804
46,2021-03-11,55851.59,58150.0,54272.82,57773.16,81914.812859,0.06941933076569531
47,2021-03-10,54874.67,57387.69,53005.0,55851.59,84749.238943,0.07986726845008822
48,2021-03-09,52375.18,54895.0,51789.41,54884.5,71656.737076,0.05929507068042528
49,2021-03-08,50959.11,52402.78,49274.67,52375.17,66987.359664,0.06138470628706036
50,2021-03-07,48882.2,51450.03,48882.2,50971.75,55235.028032,0.052530982648080524
51,2021-03-06,48746.81,49200.0,47070.0,48882.2,44399.234242,0.043695166924769026
52,2021-03-05,48374.09,49448.93,46300.0,48751.71,78192.496372,0.06509538474005404
53,2021-03-04,50349.37,51773.88,47500.0,48374.09,82649.716829,0.0848844781970459
54,2021-03-03,48436.61,52640.0,48100.71,50349.37,81035.913705,0.09371609615123769
55,2021-03-02,49595.76,50200.0,47047.6,48440.65,64221.06214,0.06356188512889008
56,2021-03-01,45134.11,49790.0,44950.53,49587.03,85086.111648,0.10722422575741498
57,2021-02-28,46103.67,46638.46,43000.0,45135.66,83055.369042,0.07891909689619067
58,2021-02-27,46276.88,48394.0,45000.0,46106.43,66060.834292,0.07334115869522752
59,2021-02-26,47073.73,48424.11,44106.78,46276.87,109423.200663,0.09171421087727702
60,2021-02-25,49676.21,52041.73,46674.34,47073.73,83310.673121,0.10804749396139533
61,2021-02-24,48891.0,51374.99,46988.69,49676.2,91881.209252,0.0897158986316499
62,2021-02-23,54087.67,54183.59,44892.56,48891.0,169375.025051,0.17177722760104103
63,2021-02-22,57412.35,57508.47,47622.0,54087.67,134019.434944,0.17220110307277095
64,2021-02-21,55841.19,58352.8,55477.59,57408.57,58166.708511,0.0514890531523416
65,2021-02-20,55906.0,57700.46,53863.93,55841.19,80948.205314,0.06862465567202088
66,2021-02-19,51552.61,56368.0,50710.2,55906.0,79659.77802,0.10974808065003892
67,2021-02-18,52117.67,52530.0,50901.9,51552.6,60758.046954,0.031238925301150234
68,2021-02-17,49133.45,52618.74,48947.0,52119.71,85743.637818,0.0747299446710947
69,2021-02-16,47911.1,50689.18,47003.62,49133.45,88813.266298,0.07692497145755363
70,2021-02-15,48580.47,49010.92,45570.79,47911.1,79398.156784,0.07081302424616306
71,2021-02-14,47156.78,49707.43,47014.17,48577.79,73735.475533,0.057112890235508064
72,2021-02-13,47298.15,48150.0,46202.53,47153.69,63768.097399,0.041174337685512034
73,2021-02-12,47968.66,48985.8,46125.0,47287.6,85870.035697,0.05963893925742355
74,2021-02-11,44807.58,48678.9,43994.02,47969.51,89561.081454,0.1045555238644891
75,2021-02-10,46420.42,47310.0,43727.0,44807.58,97154.1822,0.07718585915422567
76,2021-02-09,46374.86,48142.19,44961.09,46420.42,115499.861712,0.06859535532829654
77,2021-02-08,38795.69,46794.45,37988.89,46374.87,138597.536914,0.22697263536233012
78,2021-02-07,39181.01,39700.0,37351.0,38795.69,84363.679763,0.0599525127096009
79,2021-02-06,38289.32,40955.51,38215.94,39186.94,98757.311183,0.0715491943967665
80,2021-02-05,36936.65,38310.12,36570.0,38290.24,66681.334275,0.04711093182516559
81,2021-02-04,37620.26,38708.27,36161.95,36936.66,92080.735898,0.0676848060061254
82,2021-02-03,35472.71,37662.63,35362.38,37618.87,80784.333663,0.06484562357936566
83,2021-02-02,33517.09,35984.33,33418.0,35466.24,78056.65988,0.07656780466323306
84,2021-02-01,33092.97,34717.27,32296.16,33526.37,82718.276882,0.07316085561374507
85,2021-01-31,34262.89,34342.69,32171.67,33092.98,68742.280384,0.06336359834211312
86,2021-01-30,34246.28,34933.0,32825.0,34262.88,84889.68134,0.06155413084282439
87,2021-01-29,33368.18,38531.9,31915.4,34252.2,231827.005626,0.1982877100279368
88,2021-01-28,30362.19,33783.98,29842.1,33364.86,92621.145617,0.12982857955898455
89,2021-01-27,32464.01,32557.29,29241.72,30366.15,95911.961711,0.10213063635699964
90,2021-01-26,32254.19,32921.88,30837.37,32467.77,84972.20691,0.06462757241772304
91,2021-01-25,32259.45,34875.0,31910.0,32254.2,88499.226921,0.09191105242029855
92,2021-01-24,32078.0,33071.0,30900.0,32259.9,57978.037966,0.06767878296651911
93,2021-01-23,32950.0,33456.0,31390.16,32078.0,64595.287675,0.06269620637329287
94,2021-01-22,30851.99,33826.53,28850.0,32945.17,142971.684049,0.16130337135465164
95,2021-01-21,35468.23,35600.0,30071.0,30850.13,131803.182926,0.15588598585269126
96,2021-01-20,35901.94,36415.31,33400.0,35468.23,89368.422918,0.08398738341159273
97,2021-01-19,36622.46,37850.0,35844.06,35891.49,79611.307769,0.054773491458520326
98,2021-01-18,35824.99,37469.83,34800.0,36631.27,70698.11875,0.07452423573600445
99,2021-01-17,35994.98,36852.5,33850.0,35828.61,80157.727384,0.08341440945376272
100,2021-01-16,36737.43,37950.0,35357.8,35994.98,86348.431508,0.07056018888637548
101,2021-01-15,39145.21,39747.76,34408.0,36742.22,118300.920916,0.13640902680046937
102,2021-01-14,37371.38,40100.0,36701.23,39144.5,102950.389421,0.09094579862986052
103,2021-01-13,34049.15,37850.0,32380.0,37371.38,124477.914938,0.16065011901912382
104,2021-01-12,35410.37,36628.0,32531.0,34051.24,133948.151996,0.1157005702001984
105,2021-01-11,38150.02,38264.74,30420.0,35404.47,249131.539943,0.20562872575165095
106,2021-01-10,40088.22,41350.0,35111.11,38150.02,118209.544503,0.15562901021796427
107,2021-01-09,40586.96,41380.0,38720.0,40088.22,75785.979675,0.06553829111616145
108,2021-01-08,39432.48,41950.0,36500.0,40582.81,139789.957499,0.1382109367709056
109,2021-01-07,36769.36,40365.0,36300.0,39432.28,132825.700437,0.11055400474743102
110,2021-01-06,33949.53,36939.21,33288.0,36769.36,127139.20131,0.10754817518828683
111,2021-01-05,31989.75,34360.0,29900.0,33949.53,116049.997038,0.13941965785915802
112,2021-01-04,33000.05,33600.0,28130.0,31988.71,140899.88569,0.16575732461011422
113,2021-01-03,32176.45,34778.11,31962.99,33000.05,120957.56675,0.08749007426238752
114,2021-01-02,29331.7,33300.0,28946.53,32178.33,129993.873362,0.14842201440762046
115,2021-01-01,28923.63,29600.0,28624.57,29331.69,54182.925011,0.03372432851616482
116,2020-12-31,28875.55,29300.0,27850.0,28923.63,75508.505152,0.05021549373085534
117,2020-12-30,27385.0,28996.0,27320.0,28875.54,95356.057826,0.061201387620960376
118,2020-12-29,27079.42,27410.0,25880.0,27385.0,69411.592606,0.05650047157583139
119,2020-12-28,26281.54,27500.0,26101.0,27079.41,79721.742496,0.05323127944557282
120,2020-12-27,26493.4,28422.0,25700.0,26281.66,148455.586214,0.10274256984758467
121,2020-12-26,24712.47,26867.03,24500.0,26493.39,97806.513386,0.0957828173387767
122,2020-12-25,23728.99,24789.86,23433.6,24712.47,79519.943569,0.0571562464310534
123,2020-12-24,23232.39,23794.43,22703.42,23729.2,69013.834252,0.04696073025633618
124,2020-12-23,23810.79,24100.0,22600.0,23232.76,119047.259733,0.0629966498381616
125,2020-12-22,22719.88,23837.1,22353.4,23810.79,87033.12616,0.06530404209881377
126,2020-12-21,23455.54,24102.77,21815.0,22719.71,88030.297243,0.09753644554761905
127,2020-12-20,23821.6,24295.0,23060.0,23455.52,76690.145685,0.051843704872888474
128,2020-12-19,23107.39,24171.47,22750.0,23821.61,86045.064677,0.061515818099750826
129,2020-12-18,22797.15,23285.18,22350.0,23107.39,79646.134315,0.041021794390965545
130,2020-12-17,21335.52,23800.0,21230.0,22797.16,184882.476748,0.12045640321867009
131,2020-12-16,19426.43,21560.0,19278.6,21335.52,114306.33557,0.11743794407927763
132,2020-12-15,19273.69,19570.0,19050.0,19426.43,61834.366011,0.026979784358885095
133,2020-12-14,19174.99,19349.0,19000.0,19273.14,47257.201294,0.018200791760517213
134,2020-12-13,18808.69,19411.0,18711.12,19174.99,56560.821744,0.037210459633286584
135,2020-12-12,18036.53,18948.66,18020.7,18808.69,49519.978432,0.05144892060723427
136,2020-12-11,18254.81,18292.73,17572.33,18036.53,72610.724259,0.03946357151895844
137,2020-12-10,18541.29,18557.32,17911.12,18254.63,52890.675094,0.03485194395859192
138,2020-12-09,18324.11,18639.57,17650.0,18541.28,79585.553801,0.05400371423223282
139,2020-12-08,19166.9,19294.84,18200.0,18324.11,61626.947614,0.0571213915656679
140,2020-12-07,19358.67,19420.91,18902.88,19166.9,41372.296293,0.02675958627323049
141,2020-12-06,19147.66,19420.0,18857.0,19359.4,37043.091861,0.02940307066242037
142,2020-12-05,18650.51,19177.0,18500.0,19147.66,42922.748573,0.03629927546217235
143,2020-12-04,19422.34,19527.0,18565.31,18650.52,71283.6682,0.049514631089765636
144,2020-12-03,19204.08,19598.0,18867.2,19421.9,66689.391279,0.038054413437144566
145,2020-12-02,18764.96,19342.0,18330.0,19204.09,75911.013478,0.05393030414133577
146,2020-12-01,19695.87,19888.0,18001.12,18764.96,127698.762652,0.09580079478591202
147,2020-11-30,18185.0,19863.16,18184.99,19695.87,115463.466888,0.09228320043992291
148,2020-11-29,17719.84,18360.05,17517.0,18184.99,55329.016303,0.047576614687265754
149,2020-11-28,17139.53,17880.49,16865.56,17719.85,64910.69997,0.05921574278874627
150,2020-11-27,17149.47,17457.62,16438.08,17139.52,85297.024787,0.059450233739001684
151,2020-11-26,18718.83,18915.03,16188.0,17149.47,181005.246693,0.14568378472372465
152,2020-11-25,19160.0,19484.21,18500.27,18719.11,93266.576887,0.051353862212943566
153,2020-11-24,18368.01,19418.97,18018.0,19160.01,113581.509241,0.07627227990402886
154,2020-11-23,18413.88,18766.0,18000.0,18368.0,82961.506093,0.041599054626184157
155,2020-11-22,18703.8,18750.0,17610.86,18414.43,81645.737778,0.06090420128530028
156,2020-11-21,18655.66,18965.9,18308.58,18703.8,75577.458394,0.03523434710967072
157,2020-11-20,17802.81,18815.22,17740.04,18655.67,88423.018489,0.06039383670330696
158,2020-11-19,17777.75,18179.8,17335.65,17802.82,93009.561008,0.047483511692986896
159,2020-11-18,17659.38,18476.93,17214.45,17776.12,149019.788134,0.07149061858343835
160,2020-11-17,16713.08,17858.82,16538.0,17659.38,115221.403102,0.0790291197074387
161,2020-11-16,15957.0,16880.0,15864.0,16713.57,81300.675924,0.06367111612458483
162,2020-11-15,16069.56,16180.0,15774.72,15957.0,43596.841513,0.02522035450877315
163,2020-11-14,16320.04,16326.99,15670.0,16070.45,59116.347179,0.04025664152783938
164,2020-11-13,16291.85,16480.0,15952.35,16320.7,75691.881014,0.03238735932383367
165,2020-11-12,15684.25,16340.7,15440.64,16291.86,102196.356592,0.0573862314104915
166,2020-11-11,15297.21,15965.0,15272.68,15684.24,78469.746458,0.04525792611855363
167,2020-11-10,15328.41,15460.0,15072.46,15297.21,61681.919606,0.025282465696050724
168,2020-11-09,15475.1,15840.0,14805.54,15328.41,108976.334134,0.0668467408934352
169,2020-11-08,14818.3,15650.0,14703.88,15475.1,65547.178574,0.0638480797392414
170,2020-11-07,15579.93,15753.52,14344.22,14818.3,101431.206553,0.09045611886574594
171,2020-11-06,15590.02,15960.0,15166.0,15579.92,122618.197695,0.050930018050008914
172,2020-11-05,14144.01,15750.0,14093.56,15590.02,143741.522673,0.11711247376097729
173,2020-11-04,14023.53,14259.0,13525.0,14144.01,93016.988262,0.05234060183135059
174,2020-11-03,13549.63,14066.11,13284.99,14023.53,74115.630787,0.057648806646380814
175,2020-11-02,13761.49,13830.0,13195.05,13549.37,64566.421908,0.04613962586900116
176,2020-11-01,13791.0,13895.0,13603.0,13761.5,36285.648526,0.021173228917409904
177,2020-10-31,13560.1,14100.0,13411.5,13791.0,67339.238515,0.0507739618439392
178,2020-10-30,13455.69,13669.98,13115.0,13560.1,70657.778881,0.04124500490127222
179,2020-10-29,13266.4,13642.91,12920.77,13455.7,74872.602132,0.05443375746246151
180,2020-10-28,13636.16,13859.48,12888.0,13266.4,94440.561226,0.07124293056109635
181,2020-10-27,13052.15,13789.29,13019.87,13636.17,80796.553996,0.05894967495776558
182,2020-10-26,13029.64,13238.81,12765.0,13052.19,60951.672986,0.03636401312699349
183,2020-10-25,13111.73,13350.0,12888.0,13028.83,38481.579504,0.0352356248946554
184,2020-10-24,12923.06,13166.73,12870.0,13111.73,35952.20907,0.022961280068342915
185,2020-10-23,12968.84,13027.69,12720.08,12923.07,50386.999841,0.023719160695945093
186,2020-10-22,12780.75,13185.0,12678.08,12968.52,70038.824144,0.03966277409385209
187,2020-10-21,11910.0,13217.68,11886.95,12780.96,114584.456767,0.11173215785054573
188,2020-10-20,11751.46,12038.38,11677.59,11909.99,62134.750663,0.030701717063241426
189,2020-10-19,11503.14,11823.99,11407.96,11751.47,47414.534692,0.0361666466721261
190,2020-10-18,11360.31,11505.0,11346.22,11503.14,23284.041191,0.013976731268777055
191,2020-10-17,11319.24,11402.42,11255.0,11360.2,22368.915241,0.013023842590138567
192,2020-10-16,11505.13,11541.15,11200.0,11319.32,48797.749502,0.02965199002531911
193,2020-10-15,11417.89,11617.34,11250.83,11505.12,48760.717679,0.03209962611305594
194,2020-10-14,11420.57,11547.98,11280.0,11417.89,41415.106015,0.02346467820783022
195,2020-10-13,11528.24,11557.0,11300.0,11420.56,42205.283709,0.022293082031602397
196,2020-10-12,11369.02,11720.01,11172.0,11528.25,52825.28371,0.048202043799729456
197,2020-10-11,11293.22,11445.0,11221.0,11369.02,29043.851339,0.019834909795434785
198,2020-10-10,11050.64,11491.0,11050.51,11293.22,43648.036943,0.039861039722586186
199,2020-10-09,10925.44,11104.64,10829.0,11050.64,48240.073237,0.025229189854138544
200,2020-10-08,10666.4,10950.0,10530.41,10925.57,51959.691572,0.03933754593864848
201,2020-10-07,10599.65,10681.87,10546.17,10666.39,32811.990279,0.012802309510219746
202,2020-10-06,10792.2,10800.0,10525.0,10599.66,48674.740471,0.025481366171864864
203,2020-10-05,10666.62,10798.0,10615.64,10792.21,34025.761653,0.017096324796421036
204,2020-10-04,10542.07,10696.87,10517.87,10666.63,23212.001595,0.016979587500367575
205,2020-10-03,10570.4,10603.56,10496.46,10542.06,22298.221341,0.010132066903806893
206,2020-10-02,10619.13,10664.64,10374.0,10570.4,50130.393705,0.02736947377045007
207,2020-10-01,10776.59,10920.0,10437.0,10619.13,60866.332893,0.04481937236175822
208,2020-09-30,10840.58,10849.34,10665.13,10776.59,39596.027322,0.01699263323549118
209,2020-09-29,10696.11,10867.54,10635.87,10840.48,41874.898399,0.021659276129359185
210,2020-09-28,10774.26,10950.0,10626.0,10696.12,50095.251734,0.03007167081544347
211,2020-09-27,10728.59,10799.0,10594.82,10774.25,30549.483253,0.01903139182315666
212,2020-09-26,10686.57,10820.94,10644.68,10728.6,28420.836659,0.016493598975162303
213,2020-09-25,10736.33,10760.53,10556.24,10686.67,48101.117008,0.019027917360960486
214,2020-09-24,10241.46,10795.24,10190.93,10736.32,57676.619427,0.05900623543908774
215,2020-09-23,10529.61,10537.15,10136.82,10241.46,51876.568079,0.038019451812555255
216,2020-09-22,10417.22,10572.71,10353.0,10529.61,43991.235476,0.02109103964397403
217,2020-09-21,10920.28,10988.86,10296.35,10417.22,70683.431179,0.0634150406399836
218,2020-09-20,11080.64,11080.64,10723.0,10920.28,39157.922565,0.03227611401507489
219,2020-09-19,10933.4,11179.79,10887.37,11080.65,38440.036858,0.026745568624581564
220,2020-09-18,10940.0,11038.03,10812.84,10933.39,47266.728275,0.02058409506398542
221,2020-09-17,10954.01,11045.46,10745.83,10939.99,55601.614529,0.027353453210285476
222,2020-09-16,10785.23,11093.0,10661.22,10954.01,64991.51244,0.04003438035164764
223,2020-09-15,10671.77,10930.04,10606.48,10785.31,61822.452786,0.030319244136633502
224,2020-09-14,10332.84,10750.0,10212.34,10671.77,67059.291361,0.05203409711173306
225,2020-09-13,10440.67,10580.11,10200.0,10332.83,43837.609865,0.03640666738820407
226,2020-09-12,10387.89,10477.97,10269.25,10440.92,35379.153096,0.020092627087887855
227,2020-09-11,10336.86,10397.6,10200.0,10387.89,43830.254467,0.019116056520065122
228,2020-09-10,10219.29,10483.35,10070.83,10336.87,58253.75375,0.040366796519132
229,2020-09-09,10126.66,10343.0,9981.01,10219.2,49347.113776,0.0357462381476222
230,2020-09-08,10373.45,10438.0,9850.0,10126.65,73491.878418,0.05668316712376306
231,2020-09-07,10255.89,10410.75,9875.0,10373.44,62620.230676,0.05223827478648855
232,2020-09-06,10166.69,10347.14,9994.86,10256.2,56368.788815,0.034650412277742196
233,2020-09-05,10446.25,10565.68,9825.0,10166.69,90001.605568,0.0709039128873998
234,2020-09-04,10138.29,10627.05,9875.5,10446.25,92733.599113,0.07412985819107554
235,2020-09-03,11388.54,11462.6,9960.8,10140.85,121950.106015,0.13186940556032653
236,2020-09-02,11921.97,11954.57,11160.1,11388.54,87221.845602,0.06663915443504717
237,2020-09-01,11649.51,12050.85,11515.0,11921.97,78148.193668,0.04599764281931174
238,2020-08-31,11711.17,11800.77,11570.0,11649.51,55353.617744,0.019705119129856404
239,2020-08-30,11465.84,11719.0,11458.0,11711.16,43177.879054,0.02276326897985669
240,2020-08-29,11526.9,11580.02,11417.04,11465.84,32973.7992,0.014139100712246968
241,2020-08-28,11330.38,11542.65,11276.89,11526.91,45953.908365,0.023455523998312522
